test_id,PM2.5,PM10,O3
dongsi_aq#0,46.33294033599432,109.63567729226277,10.465057842554751
dongsi_aq#1,44.41044423273365,115.35404731840131,21.54890223594069
dongsi_aq#2,48.01349570587996,114.15207629186102,38.960785197707466
dongsi_aq#3,48.52936426705465,112.38802371257108,59.76316884029517
dongsi_aq#4,51.00292729436618,118.1543850484276,104.70432792469109
dongsi_aq#5,47.91006519891357,138.49952742057184,133.77870214083032
dongsi_aq#6,50.95741443285731,136.5064794994905,163.67626101130458
dongsi_aq#7,49.88063050421554,128.39422381332952,196.837953382836
dongsi_aq#8,49.14410266839997,115.90328948882242,185.21377669106582
dongsi_aq#9,45.13390693878966,118.89066262938192,190.37149244920937
dongsi_aq#10,48.680525739489745,107.83833312502901,193.59884056904247
dongsi_aq#11,48.5612743032356,115.4494637702973,179.25633261893026
dongsi_aq#12,45.96928952039235,133.6823663699965,164.784855097192
dongsi_aq#13,52.41896657759122,141.9527705257959,162.33781482751237
dongsi_aq#14,50.63800800471675,137.61586065628785,151.11143505948328
dongsi_aq#15,50.884621633400535,134.21236289190486,129.43902563257797
dongsi_aq#16,53.197370570321205,141.86206467084662,101.86674898274046
dongsi_aq#17,56.304608674075105,134.34753768129258,86.92457095562577
dongsi_aq#18,54.94854100677401,133.23062448782838,72.02976702944316
dongsi_aq#19,59.58191720815465,130.15106443393876,55.92276622192653
dongsi_aq#20,61.515560644299725,138.89518949101557,45.69041524705565
dongsi_aq#21,54.94094779152398,124.25312972394228,40.28193643937451
dongsi_aq#22,57.63376240115686,129.38331282366792,45.083231594661314
dongsi_aq#23,59.1844085618492,132.8865960202395,47.44354719228134
dongsi_aq#24,53.05016217895778,138.34502240372714,45.07640020174315
dongsi_aq#25,60.54858257687257,136.88795485147054,58.464242798851565
dongsi_aq#26,64.55030000111701,134.6815165737724,85.89887564627944
dongsi_aq#27,61.47679502060237,136.0020867177942,69.19153705012053
dongsi_aq#28,61.77025008603836,147.36282095177282,108.19165006588116
dongsi_aq#29,67.90721581525439,139.80301499046328,100.96514516814524
dongsi_aq#30,58.39321009621108,133.9649942609034,155.5704133634469
dongsi_aq#31,58.47419502696764,129.28452993251534,175.44450272115836
dongsi_aq#32,53.975456434254944,110.96318887517843,173.73837311706188
dongsi_aq#33,56.28386027175261,125.3989740959582,178.91652952346905
dongsi_aq#34,53.489553282893546,118.72187862782135,176.53570729521806
dongsi_aq#35,50.28312876740082,117.49307250094583,173.08383940424423
dongsi_aq#36,52.114585839864674,113.2866787603491,159.69364905661683
dongsi_aq#37,54.39340581474549,116.16276363870665,142.52652171908082
dongsi_aq#38,62.16057471290711,122.07177606435228,128.30922258407634
dongsi_aq#39,54.382212138251816,113.84990294795212,106.99308267948756
dongsi_aq#40,55.23573417312116,110.99855830899028,99.30560635318184
dongsi_aq#41,55.15775642724073,119.99712301584309,81.64755982597116
dongsi_aq#42,57.25393635588283,115.6272215244225,59.93093936911726
dongsi_aq#43,53.79735983416564,112.61957113280891,62.01875415949769
dongsi_aq#44,61.88891854980303,119.17587942469976,58.54331459025758
dongsi_aq#45,60.4997664124267,122.59752258932562,56.1760049763845
dongsi_aq#46,59.79283056934933,123.08175069118714,55.37840438241625
dongsi_aq#47,63.21381575359358,120.77222083229341,52.33766499994008
tiantan_aq#0,35.70780149972082,86.40891177492668,8.56384558997576
tiantan_aq#1,36.148320440065135,89.58396513622587,26.775071584533105
tiantan_aq#2,37.99773815442842,81.01698942301863,30.28617380712636
tiantan_aq#3,38.926712134997906,89.45867715144821,49.22044396160535
tiantan_aq#4,40.74520077524994,112.81173912269242,82.81844540650619
tiantan_aq#5,47.06969343091974,114.40999298286958,104.77571394636881
tiantan_aq#6,42.74397090882688,106.38940391297658,101.44307338511044
tiantan_aq#7,43.35059364256095,97.41964528256302,131.82874463258355
tiantan_aq#8,46.78095976970418,102.88435688643015,156.1427338998107
tiantan_aq#9,48.18407324626189,101.70129417955914,159.87244484241916
tiantan_aq#10,46.406218542956104,115.74851495365904,169.9331309311845
tiantan_aq#11,49.57021294495973,114.381250994494,170.24097208516062
tiantan_aq#12,55.00268057416686,129.7018488833256,158.99330762148838
tiantan_aq#13,52.43833255406045,112.974929168185,164.26388401199205
tiantan_aq#14,50.730809786579854,114.72021936819004,133.06400828896113
tiantan_aq#15,58.19611951159383,123.69556747581508,120.27270593658264
tiantan_aq#16,60.523975502378455,138.18243232848542,89.07704090464445
tiantan_aq#17,68.15757980842204,104.88743641941565,82.8657694074003
tiantan_aq#18,62.38059481421423,108.98144315020176,55.61365585021655
tiantan_aq#19,68.27751374283291,106.62987900414521,45.35952225635703
tiantan_aq#20,63.56889833680688,121.98795597634077,46.7944336115949
tiantan_aq#21,61.69030990428463,125.37534552119764,30.148009654860324
tiantan_aq#22,64.99180128740252,124.10095366806351,31.69590770812051
tiantan_aq#23,59.24889493048009,175.88693293466525,30.365623927734585
tiantan_aq#24,75.38216137286045,139.5190610775293,38.501280353931534
tiantan_aq#25,93.25070351577786,122.78054529913608,49.07057747374499
tiantan_aq#26,68.12820266133353,133.05561903846763,60.288878247591896
